Full Course Info,Subject,Course,Title,Prerequisites
ACCT 2121 - Principles of ACCT I,ACCT,2121,Principles of ACCT I,MATH 1120 or MATH 1241 or MATH 1242 or STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122
ACCT 2122 - Principles of ACCT II,ACCT,2122,Principles of ACCT II,ACCT 2121
ACCT 3300 - Prof Dev for Accountants,ACCT,3300,Prof Dev for Accountants,ACCT 3311 or ACCT 3323
ACCT 3323 - Intermediate Accounting I,ACCT,3323,Intermediate Accounting I,ACCT 2121 and INFO 2130
ACCT 3324 - Intermediate Accounting II,ACCT,3324,Intermediate Accounting II,ACCT 3323
ACCT 3325 - Intermediate Accounting III,ACCT,3325,Intermediate Accounting III,ACCT 3324
ACCT 3330 - Managerial Accounting,ACCT,3330,Managerial Accounting,ACCT 2122 or ACCT 3323
ACCT 3340 - ACCT Information Systems,ACCT,3340,ACCT Information Systems,ACCT 2121 and (ACCT 2122 or ACCT 3323) and INFO 2130 and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222)
ACCT 3350 - Introduction to Auditing,ACCT,3350,Introduction to Auditing,ACCT 3340 and (ACCT 3312 or ACCT 3324)
ACCT 4220 - Income Tax,ACCT,4220,Income Tax,ACCT 3311 or ACCT 3324
ACCT 6122 - Bus Tax II,ACCT,6122,Bus Tax II,ACCT 6121
ACCT 6150 - Tax Strategy & Policy,ACCT,6150,Tax Strategy & Policy,ACCT 6121
ACCT 6262 - Adv Fin Reporting and Anlys II,ACCT,6262,Adv Fin Reporting and Anlys II,ACCT 6261
ADMN 8420 - Adv Intern Educ Lead Part II,ADMN,8420,Adv Intern Educ Lead Part II,ADMN 8410
AEEE 4290 - Advanced Instrumentation,AEEE,4290,Advanced Instrumentation,ELET 2241
AERO 1102 - Foundations of Air Force II,AERO,1102,Foundations of Air Force II,AERO 1101
AERO 2102 - Evol of Aerospace Studies II,AERO,2102,Evol of Aerospace Studies II,AERO 2101
AERO 3102 - Leadership Studies II,AERO,3102,Leadership Studies II,AERO 3101
AERO 4102 - Prep for Active Duty II,AERO,4102,Prep for Active Duty II,AERO 4101
AFRS 3121 - Contemporary African Art,AFRS,3121,Contemporary African Art,ARTH 1211 or ARTH 1212
ANTH 3020 - Topics in Cultural Anth,ANTH,3020,Topics in Cultural Anth,ANTH 1101 or ANTH 1501
ANTH 3090 - Topics in Anthropology,ANTH,3090,Topics in Anthropology,ANTH 1101 or ANTH 1501
ANTH 3153 - Archaeological Analysis,ANTH,3153,Archaeological Analysis,ANTH 2151
ANTH 3601 - Foundations of Anth Theory,ANTH,3601,Foundations of Anth Theory,(ANTH 1101 or ANTH 1501) and ANTH 2171 and (ANTH 2151 or ANTH 2141) and (ANTH 2121 or ANTH 2161)
ANTH 3895 - Directed Individual Study,ANTH,3895,Directed Individual Study,ANTH 1101 or ANTH 1501
ANTH 4020 - Topics in Cultural Anth,ANTH,4020,Topics in Cultural Anth,ANTH 1101 or ANTH 1501
ANTH 4050 - Topics in Archaeology,ANTH,4050,Topics in Archaeology,ANTH 2151
ANTH 4090 - Topics in Anthropology,ANTH,4090,Topics in Anthropology,ANTH 1101 or ANTH 1501
ANTH 4141 - Forensic Anthropology,ANTH,4141,Forensic Anthropology,ANTH 3141
ANTH 4601 - Seminar in General Anthro,ANTH,4601,Seminar in General Anthro,ANTH 3101 or ANTH 3601
ANTH 4611 - Applied Senior Seminar,ANTH,4611,Applied Senior Seminar,ANTH 3601 and ANTH 2171 and (ANTH 4122 or ANTH 4140 or ANTH 4453)
ANTH 4702 - Honors Writing in Anthropology,ANTH,4702,Honors Writing in Anthropology,ANTH 4701
ANTH 6400 - Anthropology Practicum,ANTH,6400,Anthropology Practicum,ANTH 6611
ARBC 1202 - Elementary Arabic II,ARBC,1202,Elementary Arabic II,ARBC 1201
ARBC 2202 - Intermediate Arabic II,ARBC,2202,Intermediate Arabic II,ARBC 2201
ARBC 3202 - Advanced Arabic II,ARBC,3202,Advanced Arabic II,ARBC 3201
ARCH 1102 - Comprehensive Studio,ARCH,1102,Comprehensive Studio,ARCH 1101
ARCH 1602 - Writing Reading Thinking Archi,ARCH,1602,Writing Reading Thinking Archi,ARCH 1101
ARCH 2102 - Comprehensive Studio,ARCH,2102,Comprehensive Studio,ARCH 2101
ARCH 3102 - Architecture Design Studio,ARCH,3102,Architecture Design Studio,ARCH 3101
ARCH 4102 - Arch Design Studio VIII: Topic,ARCH,4102,Arch Design Studio VIII: Topic,ARCH 4101
ARCH 4202 - Arch Hist II: 1750-Present,ARCH,4202,Arch Hist II: 1750-Present,ARCH 4201 or ARCH 4211
ARCH 4204 - History/Theory Topics,ARCH,4204,History/Theory Topics,ARCH 4202
ARCH 4302 - Environmental Syst Principles,ARCH,4302,Environmental Syst Principles,ARCH 4301 or ARCH 4312
ARCH 4304 - Structural Systems,ARCH,4304,Structural Systems,ARCH 4301 or ARCH 4312 and ARCH 4303 or ARCH 4313
ARCH 4605 - Computational Practice,ARCH,4605,Computational Practice,ARCH 4604
ARCH 5202 - Arch History II: 1750-Present,ARCH,5202,Arch History II: 1750-Present,ARCH 5201
ARCH 5302 - Environmental Syst Principles,ARCH,5302,Environmental Syst Principles,ARCH 5301
ARCH 5304 - Structural Systems,ARCH,5304,Structural Systems,ARCH 5303
ARCH 5605 - Computational Practice,ARCH,5605,Computational Practice,ARCH 5604
ARCH 6102 - Design Studio Fundamentals,ARCH,6102,Design Studio Fundamentals,ARCH 6101
ARCH 6603 - Rep II:  Digital Fundamentals,ARCH,6603,Rep II:  Digital Fundamentals,ARCH 6602
ARCH 7102 - Design Studio Topics,ARCH,7102,Design Studio Topics,ARCH 7101
ARCH 7104 - Design Studio: Diploma Project,ARCH,7104,Design Studio: Diploma Project,ARCH 7103
ARTA 3201 - BFA Portfolio Review,ARTA,3201,BFA Portfolio Review,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and ARTB 1206
ARTA 4901 - Senior Thesis 1,ARTA,4901,Senior Thesis 1,ARTA 3201
ARTA 4902 - Senior Thesis 2,ARTA,4902,Senior Thesis 2,ARTA 3201 and ARTA 4901
ARTC 2171 - Ceramics Handbuilding,ARTC,2171,Ceramics Handbuilding,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTC 2172 - Ceramics Wheel 1,ARTC,2172,Ceramics Wheel 1,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTC 3171 - Ceramic Sculpture,ARTC,3171,Ceramic Sculpture,ARTC 2171
ARTC 3172 - Ceramics Wheel 2,ARTC,3172,Ceramics Wheel 2,ARTC 2172
ARTC 3273 - Intermediate Ceramics,ARTC,3273,Intermediate Ceramics,ARTC 3171 or ARTC 3172
ARTC 3274 - Advanced Ceramics,ARTC,3274,Advanced Ceramics,ARTC 3273 and ARTA 3201
ARTD 2134 - Figure Drawing I,ARTD,2134,Figure Drawing I,ARTB 1203
ARTD 2139 - Drawing 2,ARTD,2139,Drawing 2,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTD 3134 - Figure & Anatomy,ARTD,3134,Figure & Anatomy,ARTD 2134 or ARTB 1205
ARTE 4122 - Secondary Art Methods,ARTE,4122,Secondary Art Methods,ARTE 3121 and ARTE 3123
ARTE 4466 - ARTE Year Long Internship,ARTE,4466,ARTE Year Long Internship,ARTE 3121 or ARTE 4122
ARTF 2151 - Fibers 1,ARTF,2151,Fibers 1,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTG 2180 - Design Thinking,ARTG,2180,Design Thinking,ARTB 1201 and ARTB 1203
ARTG 2181 - Graphic Design I,ARTG,2181,Graphic Design I,ARTB 1201 and ARTB 1203
ARTG 2182 - Typography I,ARTG,2182,Typography I,ARTB 1201 and ARTB 1203
ARTG 3183 - Graphic Design II,ARTG,3183,Graphic Design II,ARTB 1202 and ARTB 1204 and ARTG 2180 and ARTG 2181 and ARTG 2182 and ARTM 2105
ARTG 3184 - Typography II,ARTG,3184,Typography II,ARTB 1202 and ARTB 1204 and ARTG 2180 and ARTG 2181 and ARTG 2182 and ARTM 2105
ARTG 3185 - UX/UI Design Strategies,ARTG,3185,UX/UI Design Strategies,ARTB 1202 and ARTB 1204 and ARTG 2180 and ARTG 2181 and ARTG 2182 and ARTM 2105
ARTG 3186 - Communications Design,ARTG,3186,Communications Design,ARTB 1202 and ARTB 1204 and ARTG 2180 and ARTG 2181 and ARTG 2182 and ARTM 2105
ARTG 3408 - Graphic Design Internship,ARTG,3408,Graphic Design Internship,ARTG 3183 and ARTG 3184
ARTG 4180 - Print Production,ARTG,4180,Print Production,ARTG 3184 and ARTG 3183 and ARTG 3186
ARTG 4182 - Design Research,ARTG,4182,Design Research,ARTG 3183 and ARTG 3184 and ARTG 3185 and ARTG 3186
ARTG 4982 - Graphic Design Projects,ARTG,4982,Graphic Design Projects,ARTG 4180 and ARTG 3185 and ARTG 4182 and ARTM 3205
ARTH 3115 - Honors Art History Methods,ARTH,3115,Honors Art History Methods,(ARTH 1211 or ARTA 1211) and (ARTH 1212 or ARTA 1212) and (ARTH 2110 or ARTA 2110) and ARTH 2614
ARTH 3121 - Contemporary African Art,ARTH,3121,Contemporary African Art,ARTH 1211 or ARTH 1212
ARTH 3324 - Ancient Roman Art II,ARTH,3324,Ancient Roman Art II,ARTH 1211
ARTH 3393 - History of Photography,ARTH,3393,History of Photography,ARTH 1212 or ARTA 1212
ARTH 4609 - Prob in Mod & Contemp Art Hist,ARTH,4609,Prob in Mod & Contemp Art Hist,(ARTH 3390 or ARTH 3393 or ARTH 3394) and ARTH 3114
ARTL 2186 - Illustration I,ARTL,2186,Illustration I,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTL 3185 - Digital Drawing & Painting,ARTL,3185,Digital Drawing & Painting,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204
ARTL 3286 - Narrative Illus: Entertainment,ARTL,3286,Narrative Illus: Entertainment,ARTL 2186 and ARTA 3201
ARTL 4981 - Illustration Projects,ARTL,4981,Illustration Projects,ARTA 3201 and ARTL 3186 and ARTL 3286 and ARTA 4600
ARTM 2105 - 4D,ARTM,2105,4D,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTM 3005 - Topics in Digital Media,ARTM,3005,Topics in Digital Media,ARTA 3201
ARTM 3101 - Game Design and Graphics,ARTM,3101,Game Design and Graphics,ARTM 2105
ARTM 3102 - 3D Modeling and Animation,ARTM,3102,3D Modeling and Animation,ARTM 2105
ARTM 3103 - Animation Production,ARTM,3103,Animation Production,ARTM 2105 and ARTA 3201
ARTM 3105 - Video Art,ARTM,3105,Video Art,ARTM 2105
ARTM 3405 - Internship in Digital Media,ARTM,3405,Internship in Digital Media,ARTM 3103 or ARTM 3105 or ARTM 3205
ARTP 2131 - Painting I,ARTP,2131,Painting I,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTP 3132 - Figurative Painting,ARTP,3132,Figurative Painting,ARTP 2131 and (ARTD 2134 or ARTB 1205) and ARTA 3201
ARTP 3161 - Mixed Media Painting,ARTP,3161,Mixed Media Painting,ARTP 2131
ARTR 2161 - Photo-Mechanical Print Media,ARTR,2161,Photo-Mechanical Print Media,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTR 2162 - Drawing/Expression in Print,ARTR,2162,Drawing/Expression in Print,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTR 3162 - Print Mixed Media,ARTR,3162,Print Mixed Media,ARTR 2161 or ARTR 2162
ARTR 3263 - Bookmaking & Papermaking,ARTR,3263,Bookmaking & Papermaking,ARTR 2161 or ARTR 2162
ARTT 2191 - Photo Media I,ARTT,2191,Photo Media I,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTT 3193 - Alternative Photo Media,ARTT,3193,Alternative Photo Media,ARTT 2191 or ARTT 3190 or ARTT 3390
ARTZ 2104 - Installation Art,ARTZ,2104,Installation Art,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTZ 2141 - Sculpture Methods,ARTZ,2141,Sculpture Methods,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTZ 2306 - Intro to 3D Mod & Digi Fab,ARTZ,2306,Intro to 3D Mod & Digi Fab,ARTB 1201 and ARTB 1202 and ARTB 1203 and ARTB 1204 and (ARTB 1206 or ARTG 2180)
ARTZ 3344 - Mixed Media,ARTZ,3344,Mixed Media,ARTC 2171 or ARTC 2172 or ARTZ 2141 or ARTZ 2306
ATRN 6109 - Clin Eval/Diag Upper Extrem,ATRN,6109,Clin Eval/Diag Upper Extrem,ATRN 6104
ATRN 6110 - Clin Eval/Diag Head and Spine,ATRN,6110,Clin Eval/Diag Head and Spine,ATRN 6104
ATRN 6111 - Therapeutic Interventions,ATRN,6111,Therapeutic Interventions,ATRN 6104 and ATRN 6106
ATRN 6121 - Behavioral Health in Sport Med,ATRN,6121,Behavioral Health in Sport Med,ATRN 6118
ATRN 6402 - Collegiate Sport Med Clin,ATRN,6402,Collegiate Sport Med Clin,ATRN 6401
ATRN 6406 - Immersive Clinical Rotation,ATRN,6406,Immersive Clinical Rotation,ATRN 6405
BINF 2111 - Intro to BINF Computing,BINF,2111,Intro to BINF Computing,BINF 1101
BINF 3121 - Statistics for Bioinformatics,BINF,3121,Statistics for Bioinformatics,BINF 2111 and (MATH 1103 or MATH 1120 or MATH 1121 or MATH 1241 or STAT 1220 or STAT 1221 or STAT 2122)
BINF 3201 - Genomic Methods,BINF,3201,Genomic Methods,(BIOL 1110 and BIOL 1110L) or (BIOL 2120) and BINF 1101
BINF 3900 - Undergraduate Research,BINF,3900,Undergraduate Research,BINF 1101
BINF 4600 - Bioinformatics & Genomics Sem,BINF,4600,Bioinformatics & Genomics Sem,BINF 3101
BINF 6112 - Bioinformatics Programming II,BINF,6112,Bioinformatics Programming II,BINF 6111
BINF 6115 - Introduction to UNIX Computing,BINF,6115,Introduction to UNIX Computing,BINF 6203
BINF 6200 - Statistics for Bioinformatics,BINF,6200,Statistics for Bioinformatics,BINF 6100 and BINF 6111
BINF 6201 - Molecular Sequence Analysis,BINF,6201,Molecular Sequence Analysis,BINF 6100
BINF 6203 - Genomics,BINF,6203,Genomics,BINF 6100
BINF 6211 - Dsg & Impl Bioinfor Databases,BINF,6211,Dsg & Impl Bioinfor Databases,BINF 6111 and BINF 6112
BINF 6310 - Advanced Stats for Genomics,BINF,6310,Advanced Stats for Genomics,BINF 6200
BINF 8112 - Bioinformatics Programming II,BINF,8112,Bioinformatics Programming II,BINF 8111
BINF 8201 - Molecular Sequence Analysis,BINF,8201,Molecular Sequence Analysis,BINF 8100
BINF 8203 - Genomics,BINF,8203,Genomics,BINF 8100
BINF 8310 - Advanced Statistics,BINF,8310,Advanced Statistics,BINF 8200
BIOL 2120 - General Biology I,BIOL,2120,General Biology I,Test BPLC or BIOL 1110 or Test AP22
BIOL 2130 - General Biology II,BIOL,2130,General Biology II,BIOL 2120 and BIOL 2120L
BIOL 2259 - Fundamentals of Microbiology,BIOL,2259,Fundamentals of Microbiology,(BIOL 1110 or BIOL 2120) and (CHEM 1203 or CHEM 1251)
BIOL 2274 - Human Anatomy & Physiology II,BIOL,2274,Human Anatomy & Physiology II,BIOL 2273
BIOL 3111 - Cell Biology,BIOL,3111,Cell Biology,BIOL 2120 and BIOL 2130 and CHEM 1252 and CHEM 1252L
BIOL 3144 - Ecology,BIOL,3144,Ecology,BIOL 2130 and BIOL 2120 and CHEM 1252 and CHEM 1252L
BIOL 3161 - Intro to Biotechnology,BIOL,3161,Intro to Biotechnology,BIOL 1110 or BIOL 2120
BIOL 3166 - Genetics,BIOL,3166,Genetics,CHEM 1252 and CHEM 1252L and BIOL 2120 and BIOL 2130
BIOL 3222 - General Botany,BIOL,3222,General Botany,BIOL 2130 and BIOL 2120
BIOL 3231 - Invertebrate Zoology,BIOL,3231,Invertebrate Zoology,BIOL 2130 and BIOL 2120 and (BIOL 2140L or BIOL 2130L)
BIOL 3236 - General Zoology,BIOL,3236,General Zoology,BIOL 2130 and BIOL 2120
BIOL 3244 - Field Ecology,BIOL,3244,Field Ecology,BIOL 2120 and BIOL 2130 and BIOL 2140L
BIOL 3273 - Animal Physiology,BIOL,3273,Animal Physiology,(BIOL 2120 or BIOL 1222) and (BIOL 2130 or BIOL 1233) and CHEM 1252 and CHEM 1252L
BIOL 3274 - Scientific Writing,BIOL,3274,Scientific Writing,(BIOL 2120 or BIOL 1222) and (BIOL 2130 or BIOL 1233) and (BIOL 2140L or BIOL 2130L)
BIOL 4165 - Investi Bacteriophage Genomics,BIOL,4165,Investi Bacteriophage Genomics,BIOL 2120 and BIOL 2120L and BIOL 2130 and BIOL 2130L
BIOL 4167 - Medical Genetics,BIOL,4167,Medical Genetics,BIOL 3166 and BIOL 3111
BIOL 4244 - Conservation Biology,BIOL,4244,Conservation Biology,BIOL 3144
BIOL 4250 - Microbiology,BIOL,4250,Microbiology,BIOL 3111
BIOL 4251 - Immunology,BIOL,4251,Immunology,BIOL 3111
BIOL 4258 - Epidemics and Plagues,BIOL,4258,Epidemics and Plagues,BIOL 3111
BIOL 4600 - Senior Seminar,BIOL,4600,Senior Seminar,(BIOL 3111 and BIOL 3144 and BIOL 3166) and BIOL 3273 or BIOL 3272
BIOL 4701 - Honors Research II,BIOL,4701,Honors Research II,BIOL 4700
BIOL 1110L - Principles of Biology I Lab,BIOL,1110L,Principles of Biology I Lab,BIOL 1110
BIOL 2130L - General Biology II Laboratory,BIOL,2130L,General Biology II Laboratory,BIOL 2120 and BIOL 2120L
BIOL 2259L - Fundamentals of Microbio Lab,BIOL,2259L,Fundamentals of Microbio Lab,BIOL 2259
BIOL 3111L - Cell Biology Lab,BIOL,3111L,Cell Biology Lab,BIOL 3111 and (BIOL 2140L or BIOL 2130L)
BIOL 3144L - Ecology Lab,BIOL,3144L,Ecology Lab,BIOL 3144 and (BIOL 2140L or BIOL 2130L)
BIOL 3166L - Genetics Lab,BIOL,3166L,Genetics Lab,BIOL 3166 and (BIOL 2140L or BIOL 2130L)
BIOL 3222L - General Botany Lab,BIOL,3222L,General Botany Lab,BIOL 3222 and (BIOL 2140L or BIOL 2130L)
BIOL 3273L - Animal Physiology Lab,BIOL,3273L,Animal Physiology Lab,(BIOL 2140L or BIOL 2130L) and BIOL 3273
BIOL 4250L - Microbiology Lab,BIOL,4250L,Microbiology Lab,BIOL 3111L and BIOL 4250
BLAW 3150 - Business Law I,BLAW,3150,Business Law I,INFO 2130
BLAW 3250 - Business Law II,BLAW,3250,Business Law II,BLAW 3150
BPHD 8110 - Microeconomic Theory II,BPHD,8110,Microeconomic Theory II,BPHD 8100
BPHD 8130 - Econometrics II,BPHD,8130,Econometrics II,BPHD 8120
BPHD 8210 - Investments & Portfolio Theory,BPHD,8210,Investments & Portfolio Theory,BPHD 8200
BPHD 8240 - Derivatives,BPHD,8240,Derivatives,BPHD 8200
CEGR 2102 - Engineering Econ Analysis,CEGR,2102,Engineering Econ Analysis,ENGR 1201
CEGR 2103 - Surveying and Tech. Drawing,CEGR,2103,Surveying and Tech. Drawing,ENGR 1202
CEGR 2154 - Design Project Lab,CEGR,2154,Design Project Lab,CEGR 2102
CEGR 3111 - Construction Engineering,CEGR,3111,Construction Engineering,CEGR 3122 and CEGR 3255 and CEGR 3278
CEGR 3122 - Structural Analysis,CEGR,3122,Structural Analysis,MEGR 2144 and MATH 2171
CEGR 3141 - Intro to Environ Engineering,CEGR,3141,Intro to Environ Engineering,MATH 2171 and CHEM 1251 and CHEM 1251L and MEGR 2141
CEGR 3143 - Hydraulics and Hydrology,CEGR,3143,Hydraulics and Hydrology,MEGR 2141 and MATH 2171
CEGR 3153 - Transportation Lab,CEGR,3153,Transportation Lab,CEGR 3161
CEGR 3155 - Environmental Lab,CEGR,3155,Environmental Lab,CHEM 1251 and CHEM 1251L and CEGR 3141
CEGR 3161 - Transportation Engineering I,CEGR,3161,Transportation Engineering I,MATH 2241 and CEGR 2102 and CEGR 2103 and MEGR 2141
CEGR 3221 - Structural Steel Design I,CEGR,3221,Structural Steel Design I,CEGR 3122 and CEGR 3255
CEGR 3225 - Reinforced Concrete Design I,CEGR,3225,Reinforced Concrete Design I,CEGR 3122 and CEGR 3255
CEGR 3233 - Land Development Engrng Studio,CEGR,3233,Land Development Engrng Studio,CEGR 3161
CEGR 3235 - Lnd Dev Engnrng-Advncd Site An,CEGR,3235,Lnd Dev Engnrng-Advncd Site An,CEGR 3153 and CEGR 3161
CEGR 3255 - Structural Materials Lab I,CEGR,3255,Structural Materials Lab I,MEGR 2141 and MEGR 2144
CEGR 3258 - Geotechnical Lab,CEGR,3258,Geotechnical Lab,CEGR 3278
CEGR 3278 - Geotechnical Engineering,CEGR,3278,Geotechnical Engineering,MATH 2171 and MEGR 2144
CEGR 4122 - Power Plant Design,CEGR,4122,Power Plant Design,CEGR 2102 and CEGR 3122 and CEGR 3278
CEGR 4144 - Engineering Hydrology,CEGR,4144,Engineering Hydrology,CEGR 3143
CEGR 4222 - Structural Steel Design II,CEGR,4222,Structural Steel Design II,CEGR 3122 and CEGR 3221
CEGR 4224 - Adv Structural Analysis,CEGR,4224,Adv Structural Analysis,CEGR 3122
CEGR 4242 - Wastewater Treatment Design,CEGR,4242,Wastewater Treatment Design,CEGR 3141
CEGR 4262 - Traffic Engineering,CEGR,4262,Traffic Engineering,CEGR 3161
CEGR 4264 - Landfill Design,CEGR,4264,Landfill Design,CEGR 3278 and CEGR 3258
CEGR 4278 - Geotechnical Engineering II,CEGR,4278,Geotechnical Engineering II,CEGR 3278
CEGR 5122 - Power Plant Design,CEGR,5122,Power Plant Design,CEGR 2102 and CEGR 3122 and CEGR 3278
CEGR 5224 - Adv Structural Analysis,CEGR,5224,Adv Structural Analysis,CEGR 3122
CEGR 5278 - Geotechnical Engineering II,CEGR,5278,Geotechnical Engineering II,CEGR 3258 and CEGR 3278
CEGR 6251 - Foundation Engineering,CEGR,6251,Foundation Engineering,CEGR 3278
CEGR 8161 - Traffic Control and Operation,CEGR,8161,Traffic Control and Operation,CEGR 5161
CEGR 8251 - Foundation Engineering,CEGR,8251,Foundation Engineering,CEGR 3278
CEGR 8254 - Experimental Soil Mechanics,CEGR,8254,Experimental Soil Mechanics,CEGR 3278
"CHEM 1204 - Intro Gen, Org, and Biochem II",CHEM,1204,"Intro Gen, Org, and Biochem II",CHEM 1203
CHEM 1251 - General Chemistry I,CHEM,1251,General Chemistry I,Test MPLC or Test MATH or MATH 1100 or MATH 1101 or MATH 1103 or MATH 1120 or MATH 1241 or ENGR 1241 or CHEM 1200
CHEM 1252 - General Chemistry II,CHEM,1252,General Chemistry II,CHEM 1251
CHEM 2131 - Organic Chemistry I,CHEM,2131,Organic Chemistry I,CHEM 1251 and CHEM 1252
CHEM 2132 - Organic Chemistry II,CHEM,2132,Organic Chemistry II,CHEM 2131
CHEM 2141 - Survey of Physical Chemistry,CHEM,2141,Survey of Physical Chemistry,CHEM 1252 and CHEM 1252L and (MATH 1120 or MATH 1241) and (PHYS 1101 or PHYS 2101)
CHEM 3111 - Quantitative Analysis,CHEM,3111,Quantitative Analysis,CHEM 1252 and CHEM 1252L
CHEM 3121 - Inorganic Chemistry,CHEM,3121,Inorganic Chemistry,CHEM 2131
CHEM 3142 - Physical Chemistry,CHEM,3142,Physical Chemistry,CHEM 1252 and CHEM 1252L and CHEM 3141 and (MATH 1241 or ENGR 1241) and MATH 1242 and PHYS 2102 and PHYS 2102L and (MATH 2241 or MATH 2242 or MATH 2164 or MATH 2171 or STAT 3128)
CHEM 3695 - Chemistry Seminar I,CHEM,3695,Chemistry Seminar I,CHEM 2131
CHEM 4111 - Instrumental Analysis,CHEM,4111,Instrumental Analysis,CHEM 3111 and CHEM 3141 and CHEM 3141L
CHEM 4133 - Meth Organic Struct Determ,CHEM,4133,Meth Organic Struct Determ,CHEM 2132 and (CHEM 2132L or CHEM 2136L)
CHEM 4165 - Prin of Biochemistry I,CHEM,4165,Prin of Biochemistry I,CHEM 2132
CHEM 4166 - Prin of Biochemistry II,CHEM,4166,Prin of Biochemistry II,CHEM 4165
CHEM 4695 - Chemistry Seminar II,CHEM,4695,Chemistry Seminar II,CHEM 3695 and (CHEM 2132 or CHEM 2141 or CHEM 3111 or CHEM 3121 or CHEM 3141)
CHEM 4696 - Chemistry Seminar,CHEM,4696,Chemistry Seminar,CHEM 3695 and CHEM 4695
CHEM 6103 - Syn & Characterization of Nano,CHEM,6103,Syn & Characterization of Nano,NANO 8101 and NANO 8102
CHEM 1111L - CHEM in Today's Society Lab,CHEM,1111L,CHEM in Today's Society Lab,CHEM 1111
"CHEM 1204L - Intro Gen, Org, Biochem II Lab",CHEM,1204L,"Intro Gen, Org, Biochem II Lab",CHEM 1203 and CHEM 1203L and CHEM 1204
CHEM 1251L - General Chemistry Lab I,CHEM,1251L,General Chemistry Lab I,CHEM 1251
CHEM 1252L - General Chemistry Lab II,CHEM,1252L,General Chemistry Lab II,CHEM 1251 and CHEM 1251L and CHEM 1252
CHEM 2131L - Organic Chemistry Lab I,CHEM,2131L,Organic Chemistry Lab I,CHEM 1251 and CHEM 1251L and CHEM 1252 and CHEM 1252L and (CHEM 2131 or CHEM 2130)
CHEM 2132L - Organic Chemistry Lab II,CHEM,2132L,Organic Chemistry Lab II,CHEM 2131L and CHEM 2132
CHEM 3142L - Physical Chemistry Lab,CHEM,3142L,Physical Chemistry Lab,CHEM 3141L and (CHEM 3141 or CHEM 3142)
CHES 4800 - LEADS Capstone Project,CHES,4800,LEADS Capstone Project,CHES 2600 or COSC 2600
CHFD 2412 - Practicum I: Obsrv/Rec Behav,CHFD,2412,Practicum I: Obsrv/Rec Behav,CHFD 2111
CHFD 3113 - Families-Core Partnerships,CHFD,3113,Families-Core Partnerships,CHFD 2111 and CHFD 2113 and CHFD 2412
CHFD 3114 - Resp App Infants & Toddlers,CHFD,3114,Resp App Infants & Toddlers,CHFD 3112
CHFD 3115 - Eco App Lrn Dev:Erly Cd-Pre Ad,CHFD,3115,Eco App Lrn Dev:Erly Cd-Pre Ad,CHFD 2111 and CHFD 2113 and CHFD 2412
"CHFD 3414 - Lang, Lit, & Math Thnkng Chldr",CHFD,3414,"Lang, Lit, & Math Thnkng Chldr",CHFD 3112
CHNS 1202 - Elementary Chinese II,CHNS,1202,Elementary Chinese II,CHNS 1201
CHNS 2202 - Intermediate Chinese II,CHNS,2202,Intermediate Chinese II,CHNS 2201
CHNS 3202 - Chinese Gramm and Convers,CHNS,3202,Chinese Gramm and Convers,CHNS 3201 or FORL 3201
CHNS 4050 - Topics in Chinese,CHNS,4050,Topics in Chinese,CHNS 3202
CJUS 2320 - Introduction to Courts,CJUS,2320,Introduction to Courts,CJUS 1100 or CJUS 1511
CJUS 2340 - Criminological Theory,CJUS,2340,Criminological Theory,CJUS 1100 or CJUS 1511
CJUS 2350 - Intro to Corrections,CJUS,2350,Intro to Corrections,CJUS 1100 or CJUS 1511
CJUS 2360 - Ethics and the CJUS System,CJUS,2360,Ethics and the CJUS System,CJUS 1100 or CJUS 1511
