Section Prerequisites for Term: 202510,,,,,,,
,,,,,,,
Term,Subject,Course,Section,CRN,Part of Term,Title,Prerequisites
,,3112,001,20330,1,Thermodynamics II,MEGR 3111
,,,002,21892,1,Thermodynamics II,MEGR 3111
,,,003,22306,1,Thermodynamics II,MEGR 3111
,,3114,001,21893,1,Fluid Mechanics,MEGR 3121 and MATH 2241
,,,002,22307,1,Fluid Mechanics,MEGR 3121 and MATH 2241
,,,003,22872,1,Fluid Mechanics,MEGR 3121 and MATH 2241
,,3116,001,21646,1,Intro to Heat Transfer,MATH 2171 and MEGR 3111 and MEGR 3114
,,3121,001,20331,1,Dynamics Systems I,MEGR 2141 and MATH 1242
,,,002,20801,1,Dynamics Systems I,MEGR 2141 and MATH 1242
,,,003,26854,1,Dynamics Systems I,MEGR 2141 and MATH 1242
,,3122,001,20351,1,Dynamic Systems II,MEGR 2240 and MEGR 3121 and MATH 2171
,,,002,22309,1,Dynamic Systems II,MEGR 2240 and MEGR 3121 and MATH 2171
,,,003,22310,1,Dynamic Systems II,MEGR 2240 and MEGR 3121 and MATH 2171
,,3152,L01,20352,1,Mechanics & Materials Lab,MEGR 2144 and MEGR 3121 and MEGR 3161 and MEGR 3171L
,,,L02,20353,1,Mechanics & Materials Lab,MEGR 2144 and MEGR 3121 and MEGR 3161 and MEGR 3171L
,,,L03,20354,1,Mechanics & Materials Lab,MEGR 2144 and MEGR 3121 and MEGR 3161 and MEGR 3171L
,,,L04,20355,1,Mechanics & Materials Lab,MEGR 2144 and MEGR 3121 and MEGR 3161 and MEGR 3171L
,,,L06,20358,1,Mechanics & Materials Lab,MEGR 2144 and MEGR 3121 and MEGR 3161 and MEGR 3171L
,,,L07,20933,1,Mechanics & Materials Lab,MEGR 2144 and MEGR 3121 and MEGR 3161 and MEGR 3171L
,,,L08,20934,1,Mechanics & Materials Lab,MEGR 2144 and MEGR 3121 and MEGR 3161 and MEGR 3171L
,,,L09,21379,1,Mechanics & Materials Lab,MEGR 2144 and MEGR 3121 and MEGR 3161 and MEGR 3171L
,,,L10,22846,1,Mechanics & Materials Lab,MEGR 2144 and MEGR 3121 and MEGR 3161 and MEGR 3171L
,,3156,001,20359,1,Design Project Lab II,ECGR 2161 and MEGR 2144 and MEGR 2156 and MEGR 2180
,,,002,20360,1,Design Project Lab II,ECGR 2161 and MEGR 2144 and MEGR 2156 and MEGR 2180
,,,003,21380,1,Design Project Lab II,ECGR 2161 and MEGR 2144 and MEGR 2156 and MEGR 2180
,,3161,001,20362,1,Intro to Engineering Materials,(CHEM 1251 or MEGR 1100) and MATH 2171 and MEGR 2144
,,,002,21096,1,Intro to Engineering Materials,(CHEM 1251 or MEGR 1100) and MATH 2171 and MEGR 2144
,,,003,22883,1,Intro to Engineering Materials,(CHEM 1251 or MEGR 1100) and MATH 2171 and MEGR 2144
,,3171,001,20363,1,Intro to Measure & Instrum,ECGR 2161 and MATH 2241
,,3171L,L01,20364,1,Instrumentation Lab,PHYS 2102L
,,,L02,20365,1,Instrumentation Lab,PHYS 2102L
,,,L03,20366,1,Instrumentation Lab,PHYS 2102L
,,,L04,23705,1,Instrumentation Lab,PHYS 2102L
,,,L05,20367,1,Instrumentation Lab,PHYS 2102L
,,,L06,20368,1,Instrumentation Lab,PHYS 2102L
,,,L07,20369,1,Instrumentation Lab,PHYS 2102L
,,,L09,21222,1,Instrumentation Lab,PHYS 2102L
,,,L10,25202,1,Instrumentation Lab,PHYS 2102L
,,,L11,23706,1,Instrumentation Lab,PHYS 2102L
,,,L12,23707,1,Instrumentation Lab,PHYS 2102L
,,,L13,25203,1,Instrumentation Lab,PHYS 2102L
,,3221,001,20371,1,Machine Analysis & Design I,MEGR 3121 and MEGR 2144
,,,090,23736,1,Machine Analysis & Design I,MEGR 3121 and MEGR 2144
,,3225,001,20372,1,Intro Finite Element Analysis,MEGR 2144 and MEGR 2240 and MATH 2171
,,3232,001,20800,1,Plastic Part Design,ENGR 1202 and MEGR 2156
,,3251,L01,20373,1,Thermal/Fluids Lab,MEGR 3111 and MEGR 3114 and MEGR 3171L
,,,L02,20374,1,Thermal/Fluids Lab,MEGR 3111 and MEGR 3114 and MEGR 3171L
,,,L03,20378,1,Thermal/Fluids Lab,MEGR 3111 and MEGR 3114 and MEGR 3171L
,,,L04,20379,1,Thermal/Fluids Lab,MEGR 3111 and MEGR 3114 and MEGR 3171L
,,,L05,21226,1,Thermal/Fluids Lab,MEGR 3111 and MEGR 3114 and MEGR 3171L
,,,L07,21228,1,Thermal/Fluids Lab,MEGR 3111 and MEGR 3114 and MEGR 3171L
,,,L10,25207,1,Thermal/Fluids Lab,MEGR 3111 and MEGR 3114 and MEGR 3171L
,,3255,001,20380,1,Senior Design I,MEGR 3156 and MEGR 3171L and MEGR 3152 and MEGR 3251
,,3256,001,20384,1,Senior Design II,MEGR 3255
,,3272,001,22472,1,Bio-polymers and Composites,MEGR 3161
,,3275,001,21442,1,Biomedical Engr Sr Design I,MEGR 2279 and MEGR 3156 and MEGR 3171L and MEGR 3152 and MEGR 3251
,,3282,001,20385,1,Stat Proc Cntrl & Metrology,MEGR 2180
,,3285,001,23479,1,Precision Senior Design I,MEGR 3152 and MEGR 3251 and MEGR 2289 and MEGR 3156 and MEGR 3171L
,,3286,001,23480,1,Precision Senior Design II,MEGR 3285
,,3355,001,20386,1,Motorsports Senior Design I,MEGR 2299 and MEGR 3156 and MEGR 3171L and MEGR 3152 and MEGR 3251
,,3356,001,20387,1,Motorsports Senior Design II,MEGR 3355
,,3455,001,20921,1,Energy Senior Design I,MEGR 2499 and MEGR 3156 and MEGR 3171L and MEGR 3152 and MEGR 3251
,,3456,001,22233,1,Energy Senior Design II,MEGR 3455
,,3695,001,21387,1,MEGR Co-Op Educ Sem,ENGR 3590 or ENGR 3500
,,4235,001,22858,1,Waves and Optics,MATH 2171 and MEGR 3122
,,4242,001,22859,1,Applied Vehicle Aerodynamics,MEGR 2240 and MEGR 3114
,,4272,001,22861,1,Mech of Human Locomotor System,MEGR 2144
,,4274,001,22863,1,Bioelectronic Medicine,MEGR 2180 or MEGR 2156 or MEGR 2279
,,4290,001,25858,1,Intro to EV and Batteries,MEGR 3121 and MEGR 3112
,,7182,001,20390,1,Machine Tool Metrology,MEGR 6181
,,7213,001,25877,1,Intro to Comp Fluid Dyn,MATH 6171
,,7283,001,25883,1,Adv Coordinate Metrology,MEGR 6181
,,8108,001,21251,1,Finite Element Analy & Appl,MEGR 6141 and MATH 6171
,,8142,001,25876,1,Theory of Elasticity II,MEGR 6141 and MATH 6172
,,8182,001,20392,1,Machine Tool Metrology,MEGR 6181
,,8213,001,25878,1,Intro to Comp Fluid Dyn,MATH 6171
,METR,3140,001,26462,1,Fundamentals of Meteorology,METR 1102 or ESCI 1101
,,3210,001,20241,1,Atmospheric Thermodynamics,METR 3140 and MATH 1242 and (MATH 1241 or ENGR 1241)
,,3250,001,20242,1,Dynamic Meteorology,METR 3245 and MATH 1242 and PHYS 2101
,,3340,001,22087,1,Weather Communications,METR 3245
,,4105,001,21569,1,Meteorological Computer Apps,METR 3140 and MATH 1241
,,4205,001,21570,1,Climate Dynamics,ESCI 3101 and METR 4105
,,4350,001,26402,1,Mesoscale Meteorology,METR 3250
,,4650,001,22088,1,Meteorology Seminar,METR 3245
,MFPA,5132,001,26167,1,"Fire & Bldg Codes,Stand & Prac",ETFS 3103
,MGMT,3140,001,20290,1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,002,20291,1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,004,21075,1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,005,24816,1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,006,21253,1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,007,21924,1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,008,21076,1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,009,23305,1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,010,27109,1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,080,26958,H1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,U01,20871,1,Mgmt & Org Behavior,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,3241,001,21252,1,Acquiring & Maintaining HR,MGMT 3140
,,3242,001,21188,1,Developing & Retaining HR,MGMT 3140
,,3243,001,27195,1,Employment Law,MGMT 3140
,,3260,001,20962,1,Managerial Communication,MGMT 3140 and COMM 3160
,,3275,001,22185,1,International Business Mgmt,MGMT 3140
,,,002,20876,1,International Business Mgmt,MGMT 3140
,,3277,001,21055,1,Entrepreneurship,MGMT 3140 or ENTR 3276
,,,002,22186,1,Entrepreneurship,MGMT 3140 or ENTR 3276
,,3280,002,21629,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,003,20293,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,004,20818,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,005,21536,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,006,21479,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,008,20294,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,009,22808,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,010,24817,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,011,27165,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,090,22169,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,091,20292,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,092,22092,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,093,24813,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,EA1,27094,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,H01,25071,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,,U01,27101,1,Strategic Management,ECON 3125 and INFO 3130 and OPER 3100 and MKTG 3110 and FINN 3120 and BLAW 3150 and MGMT 3140 and (MGMT 3160 or COMM 3160)
,,3282,001,20295,1,Managerial Ethics,MGMT 3140
,,,002,21832,1,Managerial Ethics,MGMT 3140
,,3287,001,21634,1,Managerial Leadership,MGMT 3140 and MGMT 3282
,,,002,27136,1,Managerial Leadership,MGMT 3140 and MGMT 3282
,MKTG,3000,001,26739,1,Topics in Marketing,MKTG 3110
,,,EA1,21340,1,Topics in Marketing,MKTG 3110
,,,EA2,27353,1,Topics in Marketing,MKTG 3110
,,3110,001,20275,1,Principles of Marketing,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,002,21104,1,Principles of Marketing,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,004,22140,1,Principles of Marketing,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,005,21277,1,Principles of Marketing,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,090,21105,1,Principles of Marketing,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,091,21103,1,Principles of Marketing,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,3210,001,22638,1,Consumer Behavior,MKTG 3110
,,,002,22639,1,Consumer Behavior,MKTG 3110
,,3220,090,22640,1,Digital Marketing,MKTG 3110
,,,091,23307,1,Digital Marketing,MKTG 3110
,,3222,090,21056,1,Marketing Research,MKTG 3110
,,3224,001,21922,1,Product and Brand Mgmt,MKTG 3110
,,,002,21923,1,Product and Brand Mgmt,MKTG 3110
,,3225,001,22637,1,Integrated MKTG Comm,MKTG 3110
,,3226,001,21057,1,B2B Marketing and Retailing,MKTG 3110
,,3228,001,21662,1,Marketing Analytics,MKTG 3110
,,,002,26738,1,Marketing Analytics,MKTG 3110
,,3230,001,21663,1,Social/Mobile Mktg & Analytics,MKTG 3110
,,,002,21557,1,Social/Mobile Mktg & Analytics,MKTG 3110
,,3231,090,22191,1,Global Marketing,MKTG 3110
,,3400,001,20276,1,Marketing Internship,MKTG 3110
,MPAD,6102,U90,21733,1,Foundations in Public Admn,POLS 1110 or POLS 1511
,,6125,090,20099,1,Quant Rsch Meth Public Admn,STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122
,,6126,090,21956,1,Data Analysis Decision Making,(STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and MPAD 6125
,,6134,U90,21516,1,Human Resources Management,POLS 1110 or POLS 1511
,,6187,090,20101,1,Adv Sem in Pub Mgmt Prob Solv,MPAD 6102 and MPAD 6104 and MPAD 6125 and MPAD 6126 and MPAD 6131 and MPAD 6134
,,6188,090,20102,1,Rsch Appl in Public Admn,MPAD 6102 and MPAD 6104 and MPAD 6125 and MPAD 6126 and MPAD 6131 and MPAD 6134
,MSCI,3102,001,20694,1,Applied Team Leadership,MSCI 3101
,,4102,001,20695,1,Leadership Complex World,MSCI 4101
,MSRE,6101,U01,20960,1,Real Estate Seminar,MSRE 5110 and MSRE 5131
,,6120,U90,20963,H1,Real Estate Law,MSRE 5110 and MSRE 5131
,,6160,U90,20964,1,Real Estate Capital Markets,MSRE 6152 and MSRE 5110 and MSRE 5131
,,6220,U90,20965,H1,Real Estate Investments,MSRE 6159 or MSRE 6158
,,6238,U90,26773,1,Real Estate & Urban Economics,ECON 2102
,,6258,U90,23312,1,Site Feasibility Analysis,MSRE 5110 and MSRE 5131
,,6999,U90,23434,1,Real Estate Capstone,MSRE 5110 and MSRE 5131 and MSRE 6101 and MSRE 6102 and MSRE 6120 and MSRE 6130 and MSRE 6152 and MSRE 6158 and MSRE 6159 and MSRE 6220 and MSRE 6230 and MSRE 6258
,MUDD,6102,001,24503,1,Urban Design Studio II,MUDD 6101
,MUED,2241,EO1,26621,1,Music Development & Learning,MUED 2200
,,4192,FS1,20136,1,General Music Methods,MUSC 2400
,,4192L,FS1,22212,1,General Methods Lab,MUSC 2400
,MUPF,3241,EM1,25209,1,Adv Applied Music: Trumpet,MUSC 2400
,,3248,DS1,27248,1,Adv Applied Music: Piano,MUSC 2400
,,3250,001,27439,1,Adv Applied Music: Viola,MUSC 2400
,,3253,CP1,22869,1,Adv Applied Music:  Voice,MUSC 2400
,,,SD1,27228,1,Adv Applied Music:  Voice,MUSC 2400
,,3254,JD1,21493,1,Adv Applied Music:  Flute,MUSC 2400
,,3256,WC1,27227,1,Adv Applied Music:  Saxophone,MUSC 2400
,MUSC,1230,GW1,21320,1,Structure & Style of Music I,MUSC 1100
,,1230L,AY1,21500,1,Aural Skills & Sight-Sing I,MUSC 1102
,,1231,JY1,20141,1,Structure & Style of Music II,MUSC 1230
,,1231L,JY1,21501,1,Aural Skills & Sight-Sing II,MUSC 1230L
,,1233,GW1,21898,1,Class Piano I,MUSC 1100
,,1234,001,21680,1,Class Piano II,MUSC 1233
,,2138,MH1,20137,1,Phon & Art II: English Diction,MUSC 2137
,,2230,ES1,21679,1,Structure & Style of Music III,MUSC 1231
,,2230L,ES1,21681,1,Aural Skills & Sight-Sing III,MUSC 1231L
,,2231,JY1,20142,1,Structure & Style of Music IV,MUSC 2230
,,2231L,JY1,21502,1,Aural Skills and Sight-Sing IV,MUSC 2230L
,,2233,GW1,22579,1,Class Piano III,MUSC 1234
,,2234,001,20118,1,Class Piano IV,MUSC 2233
,,2236,WC1,26963,1,Jazz Improvisation II,MUSC 2235
,,2238,CP1,22591,1,Phon & Art IV: French Diction,MUSC 2237
,,2240,001,22213,1,Introduction to Composition,MUSC 1231 and MUSC 1231L
,,3135,JD1,23348,1,Choral Conducting,MUSC 2138 and MUSC 3134
,,3136,KO1,20128,1,Instrumental Conducting,MUSC 3134
,,3171,JG1,21488,1,Music History II,MUSC 2231 and MUSC 2231L
,,4135,RD1,26578,1,Percussion Pedagogy & Lit,MUSC 2400
,,4137,MH1,23201,1,Vocal Pedagogy,MUSC 2400
,,4138,WC1,26569,1,Jazz Pedagogy,MUSC 2400
,,4230,KH1,23200,1,Form and Analysis,MUSC 2400
,,4240,001,21499,1,Composition,MUSC 4145 or MUSC 4235
,NANO,8103,001,22129,1,Synth & Charct Nanomaterials,NANO 8101 and NANO 8102
,NUAN,8154,001,22216,1,Adv Pharm Non-Anesthetic Agent,NUAN 8155
,,8157,001,22217,1,Adv Patho Nrs Anesthesia I,NURS 6273
,,8162,001,22218,1,Principles II,NUAN 6151
,,8171,001,23403,1,Prof Aspect Nrs Anesthesia,NUAN 8488
,,8486,P01,22219,1,Residency III,NUAN 8159 and NUAN 8485
,,8489,P01,23405,1,Clinical Residency VI,NUAN 8488
,NUDN,8642,001,22215,1,Proj Develop II,NUDN 8641
,,,002,22258,1,Proj Develop II,NUDN 8641
,,,003,25920,1,Proj Develop II,NUDN 8641
,NUNP,6203,090,21200,1,Adv Care of Critically Ill Adu,NUNP 6202 and NUNP 6250
,,6260,090,20095,1,Adv Primary Care of Child/Adol,NURS 6220 and NURS 6230 and NURS 6430 and NUNP 6250 and NUNP 6450
,,6402,P01,21201,1,Adv Prac Nurs Comp Care Pract,NUNP 6202
,,,P02,21202,1,Adv Prac Nurs Comp Care Pract,NUNP 6202
,,,P03,25916,1,Adv Prac Nurs Comp Care Pract,NUNP 6202
,,6440,P91,20093,1,Adv Prim Care Reprod Hlth Prac,NUNP 6240
,,,P92,20094,1,Adv Prim Care Reprod Hlth Prac,NUNP 6240
,,,P93,21143,1,Adv Prim Care Reprod Hlth Prac,NUNP 6240
,,6460,P91,20096,1,Adv Prim Care Child/Adol Pract,NURS 6220 and NURS 6230 and NURS 6430 and NUNP 6250 and NUNP 6450
,,,P92,20097,1,Adv Prim Care Child/Adol Pract,NURS 6220 and NURS 6230 and NURS 6430 and NUNP 6250 and NUNP 6450
,,,P93,20856,1,Adv Prim Care Child/Adol Pract,NURS 6220 and NURS 6230 and NURS 6430 and NUNP 6250 and NUNP 6450
,NURN,4100,080,20160,1,Aging and Health,NURN 3103 and NURN 3108 and NURN 3104
,,4440,080,20162,1,Community Health Nursing,NURN 3103 and NURN 3108 and NURN 3104
,NURS,2100,001,20049,1,General Nutrition,CHEM 1204 or CHEM 1252
,,2200,001,20050,1,Human Growth & Development,BIOL 2273 and BIOL 2273L or (KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,3108,001,20054,1,Hlth Assessmnt and Application,NURS 3105 and NURS 3107
,,,002,20055,1,Hlth Assessmnt and Application,NURS 3105 and NURS 3107
,,,003,20056,1,Hlth Assessmnt and Application,NURS 3105 and NURS 3107
,,,004,21809,1,Hlth Assessmnt and Application,NURS 3105 and NURS 3107
,,3205,001,20057,1,Pharmacology in Hlth & Illness,NURS 3107
,,3250,001,20064,1,Nurs Care Childbearing Family,NURS 3102 and NURS 3105 and NURS 3107 and NURS 3108 and NURS 3425
,,3260,001,20065,1,Nursing Care of Children,NURS 3102 and NURS 3105 and NURS 3107 and NURS 3108 and NURS 3425
,,3430,P01,20059,1,Pract Illness & Disease Mgmt,NURS 3108 and NURS 3230
,,,P02,20060,1,Pract Illness & Disease Mgmt,NURS 3108 and NURS 3230
,,,P03,20061,1,Pract Illness & Disease Mgmt,NURS 3108 and NURS 3230
,,,P04,20062,1,Pract Illness & Disease Mgmt,NURS 3108 and NURS 3230
,,,P05,20063,1,Pract Illness & Disease Mgmt,NURS 3108 and NURS 3230
,,,P06,22228,1,Pract Illness & Disease Mgmt,NURS 3108 and NURS 3230
,,,P07,22229,1,Pract Illness & Disease Mgmt,NURS 3108 and NURS 3230
,,,P08,23474,1,Pract Illness & Disease Mgmt,NURS 3108 and NURS 3230
,,3440,P01,20066,1,Pract Nurs Care Child Family,NURS 3108
,,,P02,20067,1,Pract Nurs Care Child Family,NURS 3108
,,,P03,20068,1,Pract Nurs Care Child Family,NURS 3108
,,,P04,20069,1,Pract Nurs Care Child Family,NURS 3108
,,,P05,20070,1,Pract Nurs Care Child Family,NURS 3108
,,,P06,22230,1,Pract Nurs Care Child Family,NURS 3108
,,,P07,22231,1,Pract Nurs Care Child Family,NURS 3108
,,,P08,23475,1,Pract Nurs Care Child Family,NURS 3108
,,4120,001,20072,1,Psychiatric-Mental Hlth Nurs,NURS 3430 and NURS 3440
,,4130,001,20078,1,Complex Illness & Disease Mgmt,NURS 3230
,,4430,P01,20079,1,Prac Comp Illn & Disease Mgmt,NURS 3230 and NURS 3430
,,,P02,21616,1,Prac Comp Illn & Disease Mgmt,NURS 3230 and NURS 3430
,,,P03,20080,1,Prac Comp Illn & Disease Mgmt,NURS 3230 and NURS 3430
,,,P04,20081,1,Prac Comp Illn & Disease Mgmt,NURS 3230 and NURS 3430
,,,P05,20082,1,Prac Comp Illn & Disease Mgmt,NURS 3230 and NURS 3430
,,,P06,22237,1,Prac Comp Illn & Disease Mgmt,NURS 3230 and NURS 3430
,,,P07,22238,1,Prac Comp Illn & Disease Mgmt,NURS 3230 and NURS 3430
,,,P08,25627,1,Prac Comp Illn & Disease Mgmt,NURS 3230 and NURS 3430
,,4450,P01,21211,1,Design & Coordination of Care,NURS 4430
,,,P02,21212,1,Design & Coordination of Care,NURS 4430
,,,P03,21213,1,Design & Coordination of Care,NURS 4430
,,,P04,23477,1,Design & Coordination of Care,NURS 4430
,,,P05,21214,1,Design & Coordination of Care,NURS 4430
,,,P06,23157,1,Design & Coordination of Care,NURS 4430
,,,P07,23158,1,Design & Coordination of Care,NURS 4430
,,,P08,25632,1,Design & Coordination of Care,NURS 4430
,,6230,001,21268,1,Adv Hlth Assess & Diag Reason,BIOL 6274 or BIOL 6273
,,,002,20090,1,Adv Hlth Assess & Diag Reason,BIOL 6274 or BIOL 6273
,,6430,L01,20091,1,Adv Hlth Assessment Pract,BIOL 6273 or BIOL 6274
,,,L02,20092,1,Adv Hlth Assessment Pract,BIOL 6273 or BIOL 6274
,,,L04,20744,1,Adv Hlth Assessment Pract,BIOL 6273 or BIOL 6274
,,,L05,20745,1,Adv Hlth Assessment Pract,BIOL 6273 or BIOL 6274
,,,L06,21477,1,Adv Hlth Assessment Pract,BIOL 6273 or BIOL 6274
,,,L07,21142,1,Adv Hlth Assessment Pract,BIOL 6273 or BIOL 6274
,,,L08,23638,1,Adv Hlth Assessment Pract,BIOL 6273 or BIOL 6274
,,6485,08P,21656,1,Adv Pract Nurs Admn & Lead,NURS 6185
,OPER,3100,001,20264,1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,002,20265,1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,005,21850,1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,006,20279,1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
,,,080,26953,H1,Operations Management,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130
